gene	chr	tss
FSTL1	3	120451071
NDUFB4	3	120596280
HGD	3	120682571
RABL3	3	120742537
GTF2E1	3	120742710
LINC02049	3	120836357
STXBP5L	3	120908202
POLQ	3	121546006
ARGFX	3	121567930
FBXO40	3	121593322
HCLS1	3	121660948
GOLGB1	3	121749767
IQCB1	3	121835079
EAF2	3	121835179
SLC15A2	3	121894323
ILDR1	3	122022280
CD86	3	122055361
CASR	3	122183682
CSTA	3	122325163
CCDC58	3	122383231
FAM162A	3	122384175
WDR5B	3	122416035
KPNA1	3	122514939
PARP9	3	122564676
DTX3L	3	122564337
PARP15	3	122615614
PARP14	3	122680824
HSPBAP1	3	122793819
DIRC2	3	122795053
LINC02035	3	122886512
SEMA5B	3	123027812
PDIA5	3	123067008
SEC22A	3	123201926
ADCY5	3	123448545
HACD2	3	123585185
MYLK	3	123884302
CCDC14	3	123961408
ROPN1	3	123992170
KALRN	3	124584658
UMPS	3	124730365
ITGB5	3	124887305
MUC13	3	124934751
HEG1	3	125055958
SLC12A8	3	125212765
ZNF148	3	125375354
SNX4	3	125520214
OSBPL11	3	125595537
ALG1L	3	125937044
ROPN1B	3	125969143
SLC41A3	3	126084291
ALDH1L1	3	126180802
KLF15	3	126357393
CFAP100	3	126394938
ZXDC	3	126475919
UROC1	3	126517773
CHST13	3	126524287
C3orf22	3	126558965
TXNRD3NB	3	126608555
TXNRD3	3	126655124
CHCHD6	3	126704219
PLXNA1	3	126988593
C3orf56	3	127193130
LINC02016	3	127390670
LINC01471	3	127537780
TPRA1	3	127590759
MCM2	3	127598356
PODXL2	3	127629158
ABTB1	3	127672937
MGLL	3	127822882
KBTBD12	3	127923058
SEC61A1	3	128052368
RUVBL1	3	128123828
EEFSEC	3	128153456
DNAJB8	3	128467248
GATA2	3	128493187
LINC01565	3	128576086
RPN1	3	128650876
RAB7A	3	128726135
ACAD9	3	128879489
KIAA1257	3	128994143
EFCC1	3	129001628
GP9	3	129060766
ISY1-RAB43	3	129161230
RAB43	3	129121804
ISY1	3	129161230
CNBP	3	129183967
COPG1	3	129249609
HMCES	3	129278840
H1FX	3	129316277
EFCAB12	3	129428651
MBD4	3	129440179
IFT122	3	129440035
RHO	3	129528638
H1FOO	3	129543213
PLXND1	3	129606739
TMCC1	3	129880559
TRH	3	129974392
ALG1L2	3	130081830
COL6A5	3	130345515
COL6A6	3	130560333
PIK3R4	3	130746852
ATP2C1	3	130850524
ASTE1	3	131026854
NEK11	3	131026849
NUDT16	3	131381764
MRPL3	3	131503016
CPNE4	3	132035442
ACPP	3	132317366
DNAJC13	3	132417708
ACAD11	3	132660131
NPHP3-ACAD11	3	132722459
ACKR4	3	132597236
UBA5	3	132659496
NPHP3	3	132722459
TMEM108	3	133038287
BFSP2	3	133399994
CDV3	3	133574433
TOPBP1	3	133661893
TF	3	133746132
SRPRB	3	133784032
RAB6B	3	133895847
C3orf36	3	133929812
SLCO2A1	3	134030076
LINC02000	3	134057648
RYK	3	134250744
AMOTL2	3	134374585
ANAPC13	3	134486021
CEP63	3	134485732
KY	3	134651022
EPHB1	3	134795256
PPP2R3A	3	135965672
MSL2	3	136195846
PCCB	3	136250324
STAG1	3	136752403
SLC35G2	3	136819018
NCK1	3	136862207
IL20RB	3	136957864
SOX14	3	137764291
LINC01210	3	137771910
CLDN18	3	138010163
DZIP1L	3	138115609
A4GNT	3	138132387
DBR1	3	138174949
ARMC8	3	138187247
NME9	3	138329886
MRAS	3	138347647
ESYT3	3	138434572
CEP70	3	138594383
FAIM	3	138608699
PIK3CB	3	138759359
LINC01391	3	138944020
FOXL2	3	138947140
FOXL2NB	3	138947233
PRR23A	3	139006268
PRR23B	3	139020926
PRR23C	3	139044892
BPESC1	3	139104184
PISRT1	3	139233522
MRPS22	3	139344018
COPB2	3	139389680
RBP2	3	139476510
RBP1	3	139539829
NMNAT3	3	139678050
CLSTN2	3	139935184
TRIM42	3	140678023
SLC25A36	3	140941819
SPSB4	3	141051401
PXYLP1	3	141231824
ZBTB38	3	141324212
RASA2	3	141487046
RNF7	3	141738208
GRK7	3	141778200
ATP1B3	3	141876591
TFDP2	3	142028665
GK5	3	142225607
XRN1	3	142448062
ATR	3	142578826
PLS1	3	142623423
TRPC1	3	142724423
PCOLCE2	3	142889203
PAQR9	3	142963336
U2SURP	3	143001529
CHST2	3	143119775
SLC9A9	3	143848531
C3orf58	3	143971797
PLOD2	3	146161495
PLSCR4	3	146251179
PLSCR2	3	146495991
PLSCR1	3	146544841
PLSCR5	3	146606216
LINC02010	3	146921922
ZIC4	3	147392430
ZIC1	3	147409393
LINC02032	3	148078158
AGTR1	3	148697870
CPB1	3	148827800
CPA3	3	148865255
GYG1	3	148991407
HLTF	3	149086554
HPS3	3	149129583
CP	3	149222045
TM4SF18	3	149333761
TM4SF1	3	149377781
TM4SF4	3	149474580
WWTR1	3	149658101
COMMD2	3	149752499
ANKUB1	3	149792823
RNF13	3	149812687
PFN2	3	149970954
LINC01213	3	150238699
LINC01214	3	150323747
TSC22D2	3	150408334
SERP1	3	150546641
EIF2A	3	150546677
SELENOT	3	150603278
ERICH6	3	150703971
SIAH2	3	150763476
CLRN1	3	150972999
MED12L	3	151086797
GPR171	3	151203201
P2RY14	3	151278442
GPR87	3	151316848
P2RY13	3	151329549
P2RY12	3	151384812
IGSF10	3	151440790
AADACL2	3	151733915
AADAC	3	151814072
SUCNR1	3	151873642
MBNL1	3	152299404
P2RY1	3	152834692
RAP2B	3	153162211
C3orf79	3	153484494
ARHGEF26-AS1	3	154121210
ARHGEF26	3	154121359
DHX36	3	154324497
GPR149	3	154429715
MME	3	155079646
LINC01487	3	155240944
PLCH1	3	155676316
C3orf33	3	155806287
SLC33A1	3	155854459
GMPS	3	155870535
KCNAB1	3	156120547
SSR3	3	156555200
TIPARP	3	156674415
LINC00886	3	156817062
LEKR1	3	156826306
LINC00880	3	157123002
LINC02029	3	157081840
LINC00881	3	157089880
CCNL1	3	157160760
VEPH1	3	157499656
PTX3	3	157436790
PQLC2L	3	157543343
SHOX2	3	158106163
RSRC1	3	158110051
MLF1	3	158571163
GFM1	3	158644527
LXN	3	158672693
RARRES1	3	158732486
MFSD1	3	158801925
IQCJ	3	159069251
IQCJ-SCHIP1	3	159069251
SCHIP1	3	159273246
IL12A	3	159988835
LINC01100	3	160020648
C3orf80	3	160225635
IFT80	3	160399532
SMC4	3	160399303
TRIM59	3	160449838
KPNA4	3	160565588
ARL14	3	160677159
PPM1L	3	160842212
B3GALNT1	3	161105372
NMD3	3	161221289
SPTSSB	3	161372083
LINC02067	3	161426426
OTOL1	3	161496807
LINC01192	3	163303301
LINC01324	3	164831480
SI	3	165078495
SLITRK3	3	165196852
LINC01322	3	165206959
BCHE	3	165837472
ZBBX	3	167380297
LINC01327	3	167392795
SERPINI2	3	167474132
WDR49	3	167653501
PDCD10	3	167734806
SERPINI1	3	167735722
GOLIM4	3	168095925
LINC02082	3	168901944
MECOM	3	169146305
TERC	3	169765060
ACTRT3	3	169769895
MYNN	3	169773064
LRRC34	3	169812786
LRRIQ4	3	169821921
LRRC31	3	169869935
SAMD7	3	169911571
SEC62	3	169966791
GPR160	3	170037946
PHC3	3	170181749
PRKCI	3	170222431
SKIL	3	170357684
CLDN11	3	170418864
SLC7A14	3	170586074
RPL22L1	3	170870256
EIF5A2	3	170908637
SLC2A2	3	171026979
TNIK	3	171460408
PLD1	3	171810494
TMEM212	3	171843348
TMEM212-AS1	3	171900740
FNDC3B	3	172039627
GHSR	3	172448456
TNFSF10	3	172523507
NCEH1	3	172711218
ECT2	3	172750684
SPATA16	3	173141268
NLGN1	3	173398447
NAALADL2	3	174859320
NAALADL2-AS3	3	175115242
LINC01208	3	176635532
LINC01209	3	176817001
TBL1XR1	3	177197326
LINC00501	3	177294441
LINC00578	3	177441920
LINC02015	3	177816864
KCNMB2	3	178558699
ZMAT3	3	179071868
PIK3CA	3	179148522
KCNMB3	3	179251615
ZNF639	3	179322990
MFN1	3	179347691
GNB4	3	179451583
ACTL6A	3	179562879
MRPL47	3	179604646
NDUFB5	3	179604786
USP13	3	179653144
PEX5L	3	180037053
LINC02053	3	180414172
TTC14	3	180602129
CCDC39	3	180679495
FXR1	3	180912445
DNAJC19	3	180989774
SOX2-OT	3	181610333
SOX2	3	181711923
LINC01206	3	181952363
LINC01994	3	182486362
LINC01995	3	182507124
ATP11B	3	182793502
DCUN1D1	3	182980601
MCCC1	3	183099587
LAMP3	3	183162879
MCF2L2	3	183428269
B3GNT5	3	183253243
KLHL6	3	183555712
KLHL24	3	183635622
YEATS2	3	183697817
MAP6D1	3	183825605
PARL	3	183884908
ABCC5	3	184017960
HTR3D	3	184031543
HTR3C	3	184053046
HTR3E	3	184100178
EIF2B5	3	184135021
DVL3	3	184155495
AP2M1	3	184174845
ABCF3	3	184186074
VWA5B2	3	184230428
ALG3	3	184248971
CAMK2N2	3	184261463
ECE2	3	184276010
PSMD2	3	184300580
EIF4G1	3	184314494
FAM131A	3	184337487
CLCN2	3	184361651
POLR2H	3	184361716
THPO	3	184379688
CHRD	3	184380072
LINC02054	3	184401536
EPHB3	3	184561798
MAGEF1	3	184712048
LINC02069	3	184773155
VPS8	3	184812142
C3orf70	3	185153014
EHHADH	3	185254098
MAP3K13	3	185282940
TMEM41A	3	185499057
LIPH	3	185552581
SENP2	3	185586242
IGF2BP2	3	185825056
TRA2B	3	185938136
ETV5	3	186109112
DGKG	3	186362234
LINC02052	3	186493661
CRYGS	3	186544451
TBCCD1	3	186570543
DNAJB11	3	186570675
AHSG	3	186613060
FETUB	3	186640359
HRG	3	186665951
KNG1	3	186717308
EIF4A2	3	186783571
RFC4	3	186806501
LINC02043	3	186825521
ADIPOQ	3	186842673
ST6GAL1	3	186930525
RPL39L	3	187139523
RTP1	3	187197485
MASP1	3	187292022
RTP4	3	187368379
SST	3	187670413
RTP2	3	187702557
BCL6	3	187745725
LINC01991	3	187976407
FLJ42393	3	188178542
LPP	3	188212932
TPRG1-AS1	3	188947639
TPRG1	3	189171973
TP63	3	189789659
P3H2	3	190121119
CLDN1	3	190322446
CLDN16	3	190387871
TMEM207	3	190449876
IL1RAP	3	190514050
GMNC	3	190862676
OSTN	3	191199240
UTS2B	3	191330536
CCDC50	3	191329084
LINCR-0002	3	191425523
FGF12	3	192727599
MB21D2	3	192918161
HRASLS	3	193241127
ATP13A5	3	193378725
ATP13A4	3	193555122
OPA1	3	193593143
LINC02026	3	194003659
LINC02028	3	194070970
HES1	3	194136141
LINC02036	3	194250153
LINC02037	3	194247647
LINC00887	3	194312804
CPN2	3	194351328
LRRC15	3	194369743
GP5	3	194399266
ATP13A3	3	194468239
TMEM44	3	194633421
LSG1	3	194672477
FAM43A	3	194685892
LINC01968	3	194708420
XXYLT1	3	195271166
ACAP2	3	195443088
PPP1R2	3	195543401
APOD	3	195584205
MUC20	3	195720881
MUC4	3	195811973
LINC01983	3	195860404
TNK2	3	195909009
TFRC	3	196082161
LINC00885	3	196142635
ZDHHC19	3	196211437
SLC51A	3	196216511
PCYT1A	3	196287752
TCTEX1D2	3	196318294
TM4SF19-TCTEX1D2	3	196338420
TM4SF19	3	196338420
UBXN7	3	196432474
RNF168	3	196503768
SMCO1	3	196515366
WDR53	3	196568674
FBXO45	3	196568853
NRROS	3	196639695
CEP19	3	196712294
PIGX	3	196712373
PAK2	3	196739856
SENP5	3	196867855
NCBP2	3	196942593
NCBP2-AS2	3	196942622
PIGZ	3	196968871
MELTF	3	197029816
DLG1	3	197298576
LINC02012	3	197509661
BDH1	3	197555987
RUBCN	3	197736926
FYTTD1	3	197749752
LRCH3	3	197791225
IQCG	3	197960019
RPL35A	3	197950180
LMLN	3	197960199
ZNF595	4	53284
ZNF718	4	124475
ZNF732	4	296155
ZNF141	4	337778
ZNF721	4	499171
PIGG	4	499199
PDE6B	4	625573
ATP5I	4	674338
MYL5	4	677921
MFSD7	4	689441
PCGF3	4	705740
CPLX1	4	826157
GAK	4	932390
TMEM175	4	932386
DGKQ	4	973560
IDUA	4	986996
SLC26A1	4	993440
FGFRL1	4	1012463
RNF212	4	1113564
SPON2	4	1172869
CTBP1	4	1249120
MAEA	4	1289850
UVSSA	4	1347315
CRIPAK	4	1391551
NKX1-1	4	1406442
FAM53A	4	1683991
SLBP	4	1712741
TMEM129	4	1721357
TACC3	4	1721489
FGFR3	4	1793311
LETM1	4	1856247
NSD2	4	1892781
NELFA	4	2009235
C4orf48	4	2042049
NAT8L	4	2059511
POLN	4	2242164
HAUS3	4	2242164
MXD4	4	2262012
ZFYVE28	4	2418643
CFAP99	4	2418944
RNF4	4	2469067
FAM193A	4	2625431
TNIP2	4	2756376
SH3BP2	4	2818813
ADD1	4	2843856
MFSD10	4	2934237
NOP14	4	2963506
GRK4	4	2963615
HTT	4	3074680
MSANTD1	4	3249039
RGS12	4	3314146
HGFAC	4	3441932
DOK7	4	3463305
LRPAP1	4	3532497
LINC00955	4	3576868
LINC02171	4	3677855
ADRA2C	4	3766568
OTOP1	4	4226894
TMEM128	4	4248242
LYAR	4	4290169
ZBTB49	4	4290196
NSG1	4	4386255
STX18	4	4542066
LINC01396	4	4844436
MSX1	4	4859664
CYTL1	4	5019470
STK32B	4	5051516
LINC01587	4	5525155
EVC2	4	5708567
EVC	4	5711196
CRMP1	4	5888616
JAKMIP1	4	6200591
WFS1	4	6269849
PPP2R2C	4	6472599
MAN2B2	4	6575173
MRFAP1	4	6640090
S100P	4	6693838
MRFAP1L1	4	6709879
BLOC1S4	4	6716114
KIAA0232	4	6782731
TBC1D14	4	6909767
CCDC96	4	7043001
TADA2B	4	7043428
GRPEL1	4	7068210
SORCS2	4	7192646
PSAPL1	4	7434973
AFAP1	4	7939926
ABLIM2	4	8158832
SH3TC1	4	8199243
HTRA3	4	8269764
ACOX3	4	8440725
TRMT44	4	8440804
GPR78	4	8580489
CPZ	4	8592659
HMX1	4	8871817
USP17L10	4	9210656
USP17L13	4	9224895
USP17L15	4	9234384
USP17L17	4	9243878
USP17L18	4	9248629
USP17L19	4	9253377
USP17L11	4	9258123
USP17L20	4	9258123
USP17L22	4	9258123
USP17L12	4	9262871
USP17L21	4	9262871
USP17L5	4	9363128
USP17L30	4	9363128
USP17L29	4	9363128
USP17L28	4	9363128
USP17L27	4	9363128
USP17L26	4	9363128
USP17L25	4	9363128
USP17L24	4	9363128
DEFB131	4	9444533
DRD5	4	9781633
SLC2A9	4	10021490
WDR1	4	10116949
ZNF518B	4	10457408
CLNK	4	10684865
HS3ST1	4	11428913
RAB28	4	13484365
LINC01097	4	13531417
NKX3-2	4	13544490
LINC01096	4	13547824
BOD1L1	4	13627704
LINC01182	4	13655178
LINC00504	4	14888169
CPEB2-AS1	4	15002045
CPEB2	4	15002673
C1QTNF7	4	15428004
CC2D2A	4	15469864
FBXL5	4	15655412
FAM200B	4	15681728
BST1	4	15702949
CD38	4	15778264
FGFBP1	4	15938740
FGFBP2	4	15963236
PROM1	4	16076118
TAPT1	4	16226538
LDB2	4	16898809
QDPR	4	17512234
CLRN2	4	17515164
LAP3	4	17577303
MED28	4	17614627
FAM184B	4	17781512
DCAF16	4	17810758
NCAPG	4	17810812
LCORL	4	18021875
SLIT2	4	20251904
PACRGL	4	20700412
KCNIP4	4	20882710
KCNIP4-IT1	4	21853188
ADGRA3	4	22516054
PPARGC1A	4	24472829
DHX15	4	24584561
SOD3	4	24795462
CCDC149	4	24912978
LGI2	4	25030792
SEPSECS	4	25160582
PI4K2B	4	25234030
ZCCHC4	4	25312773
ANAPC4	4	25377225
SLC34A2	4	25655812
SEL1L3	4	25863595
SMIM20	4	25914191
RBPJ	4	26319709
CCKAR	4	26490420
TBC1D19	4	26583923
STIM2	4	26860690
PCDH7	4	30720414
ARAP2	4	36244357
DTHD1	4	36281614
NWD2	4	37245067
C4orf19	4	37584232
RELL1	4	37686377
PGM2	4	37826659
TBC1D1	4	37891083
PTTG2	4	37960434
LINC01258	4	38523180
KLF3-AS1	4	38664628
KLF3	4	38664168
TLR10	4	38782990
TLR1	4	38804791
TLR6	4	38856817
FAM114A1	4	38867732
TMEM156	4	39032421
KLHL5	4	39062231
WDR19	4	39182403
RFC1	4	39366381
KLB	4	39406852
RPL9	4	39458948
LIAS	4	39459023
UGDH	4	39527598
SMIM14	4	39638998
UBE2K	4	39698043
PDS5A	4	39977956
N4BP2	4	40056903
RHOH	4	40196906
CHRNA9	4	40335328
RBM47	4	40515973
NSUN7	4	40749896
APBB2	4	41214618
UCHL1	4	41256880
LIMCH1	4	41360630
PHOX2B	4	41748970
LINC00682	4	41882611
TMEM33	4	41935119
DCAF4L1	4	41981695
SLC30A9	4	41990505
BEND4	4	42152878
SHISA3	4	42397838
ATP8A1	4	42657105
GRXCR1	4	42893265
LVCAT1	4	44017061
KCTD8	4	44448807
YIPF7	4	44651641
GUF1	4	44678394
GNPDA2	4	44726634
GABRG1	4	46124065
GABRA2	4	46390068
COX7B2	4	46909235
GABRA4	4	46993505
GABRB1	4	47031277
COMMD8	4	47463730
ATP10D	4	47485392
CORIN	4	47838106
NFXL1	4	47914667
CNGA1	4	48012944
NIPAL1	4	48016771
TXK	4	48134256
TEC	4	48269797
SLAIN2	4	48341595
SLC10A4	4	48483342
ZAR1	4	48490251
FRYL	4	48780299
OCIAD1	4	48831042
OCIAD2	4	48906828
CWH43	4	48986247
DCUN1D4	4	51842999
LRRC66	4	52017620
SGCB	4	52038319
SPATA18	4	52051330
USP46	4	52659335
USP46-AS1	4	52659405
DANCR	4	52712393
ERVMER34-1	4	52751640
LINC01618	4	52789993
RASL11B	4	52862327
SCFD2	4	53366075
FIP1L1	4	53377652
LNX1	4	53558269
CHIC2	4	54064648
GSX2	4	54100080
PDGFRA	4	54229088
KIT	4	54657927
KDR	4	55125595
SRD5A3	4	55346220
SRD5A3-AS1	4	55385580
TMEM165	4	55395912
CLOCK	4	55546909
PDCL2	4	55592212
NMU	4	55636298
EXOC1	4	55853649
CEP135	4	55948807
KIAA1211	4	56170194
AASDH	4	56387508
PPAT	4	56435636
PAICS	4	56436102
SRP72	4	56467595
ARL9	4	56505208
THEGL	4	56530608
HOPX	4	56681706
SPINK2	4	56821742
REST	4	56907875
NOA1	4	56977660
POLR2B	4	56978639
IGFBP7	4	57110385
ADGRL3	4	61201255
TECRL	4	64409460
LINC02232	4	65004500
EPHA5	4	65670495
EPHA5-AS1	4	65669960
CENPC	4	67545538
STAP1	4	67558696
UBA6	4	67701171
GNRHR	4	67756086
TMPRSS11D	4	67883998
TMPRSS11A	4	67963514
TMPRSS11F	4	68129869
TMPRSS11B	4	68245694
YTHDC1	4	68350117
TMPRSS11E	4	68447448
UGT2B17	4	68568527
UGT2B15	4	68670776
UGT2A3	4	68951791
UGT2B7	4	69096473
UGT2B11	4	69214731
UGT2B28	4	69280498
UGT2B4	4	69495908
UGT2A1	4	69653249
UGT2A2	4	69639642
SULT1B1	4	69760712
SULT1E1	4	69860152
CSN1S1	4	69931080
CSN2	4	69961011
STATH	4	69995930
HTN3	4	70028412
HTN1	4	70050414
PRR27	4	70154186
ODAM	4	70196526
FDCSP	4	70226070
CSN3	4	70242615
CABS1	4	70334953
SMR3A	4	70360775
SMR3B	4	70383077
OPRPN	4	70397881
MUC7	4	70472116
AMTN	4	70518571
AMBN	4	70592257
ENAM	4	70628743
JCHAIN	4	70666631
UTP3	4	70688478
RUFY3	4	70721841
GRSF1	4	70839910
MOB1B	4	70902339
DCK	4	70993547
SLC4A4	4	71187285
GC	4	71784362
NPFFR2	4	72039131
ADAMTS3	4	72568799
COX18	4	73069759
ANKRD17	4	73258798
ALB	4	73404238
AFP	4	73436218
AFM	4	73481744
RASSF6	4	73620570
CXCL8	4	73740505
CXCL6	4	73836555
PF4V1	4	73853295
CXCL1	4	73869391
PF4	4	73982124
PPBP	4	73988190
CXCL5	4	73998729
CXCL3	4	74038773
CXCL2	4	74099280
MTHFD2L	4	74158107
EPGN	4	74308469
EREG	4	74365142
BTC	4	74794686
PARM1	4	74933074
RCHY1	4	75514430
THAP6	4	75514432
C4orf26	4	75556047
CDKL2	4	75630540
G3BP2	4	75673483
USO1	4	75724521
PPEF2	4	75902528
NAAA	4	75941013
SDAD1	4	75990962
CXCL9	4	76007523
CXCL10	4	76023536
CXCL11	4	76036197
ART3	4	76074694
NUP54	4	76148515
SCARB2	4	76213899
FAM47E	4	76251699
FAM47E-STBD1	4	76251699
STBD1	4	76306025
CCDC158	4	76407305
SHROOM3	4	76435099
SOWAHB	4	76897849
SEPT11	4	76949713
CCNI	4	77075972
CCNG2	4	77157203
CXCL13	4	77511752
CNOT6L	4	77819390
MRPL1	4	77862650
FRAS1	4	78057569
ANXA3	4	78551587
LINC01094	4	78645993
BMP2K	4	78776377
PAQR3	4	78939428
NAA11	4	79326017
GK2	4	79408218
LINC00989	4	79492592
PCAT4	4	79827470
ANTXR2	4	80073323
PRDM8	4	80185269
FGF5	4	80266587
C4orf22	4	80335719
BMP3	4	81030964
PRKG2	4	81154157
RASGEF1B	4	81471928
HNRNPD	4	82373996
HNRNPDL	4	82430225
ENOPH1	4	82430479
TMEM150C	4	82561973
LINC00575	4	82621437
SCD5	4	82798857
SEC31A	4	82891280
THAP9	4	82900649
LIN54	4	83010834
COPS4	4	83035085
PLAC8	4	83114758
COQ2	4	83284914
HPSE	4	83335153
HELQ	4	83455883
MRPS18C	4	83455931
FAM175A	4	83485137
GPAT3	4	83536316
NKX6-1	4	84498234
CDS1	4	84582903
WDFY3	4	84966391
WDFY3-AS2	4	84966817
ARHGAP24	4	85778697
MAPK10	4	86360222
PTPN13	4	86594314
SLC10A6	4	86849263
C4orf36	4	86892422
AFF1	4	87006987
KLHL8	4	87220608
HSD17B13	4	87322906
HSD17B11	4	87391303
NUDT9	4	87422575
SPARCL1	4	87529503
DSPP	4	87608528
DMP1	4	87650301
IBSP	4	87799549
MEPE	4	87832968
SPP1	4	87975649
PKD2	4	88007646
ABCG2	4	88158859
PPM1K	4	88284831
HERC6	4	88378738
HERC5	4	88457116
PYURF	4	88523801
PIGY	4	88523801
HERC3	4	88592422
NAP1L5	4	88698235
FAM13A	4	88823361
TIGD2	4	89112816
GPRIN3	4	89308010
SNCA	4	89836976
MMRN1	4	89894900
CCSER1	4	90235030
LNCPRESS2	4	92277302
GRID2	4	92304398
ATOH1	4	93828926
SMARCAD1	4	94207844
HPGDS	4	94342876
PDLIM5	4	94451856
BMPR1B-AS1	4	94757533
BMPR1B	4	94757976
UNC5C	4	95549210
PDHA2	4	95840087
STPG2	4	98143240
RAP1GDS1	4	98261375
TSPAN5	4	98658661
EIF4E	4	98930637
METAP1	4	98995636
ADH5	4	99088788
ADH4	4	99144298
ADH6	4	99219246
ADH1A	4	99291028
ADH1B	4	99321442
ADH1C	4	99353045
ADH7	4	99435510
C4orf17	4	99511003
TRMT10A	4	99564057
MTTP	4	99564077
DAPP1	4	99816823
LAMTOR3	4	99894546
DNAJB14	4	99946726
H2AFZ	4	99950355
DDIT4L	4	100190498
EMCN	4	100518093
PPP3CA	4	101347471
FLJ20021	4	101347776
BANK1	4	101790606
SLC39A8	4	102345191
NFKB1	4	102501328
MANBA	4	102760994
UBE2D3	4	102827948
CISD2	4	102868977
SLC9B1	4	103019739
SLC9B2	4	103076773
BDH2	4	103099867
CENPE	4	103198409
TACR3	4	103719816
CXXC4	4	104494901
TET2	4	105145874
PPA2	4	105474070
ARHGEF38	4	105552619
INTS12	4	105708724
GSTCD	4	105708783
NPNT	4	105895439
TBCK	4	106316266
AIMP1	4	106315695
GIMD1	4	106367435
DKK2	4	107036296
PAPSS1	4	107720263
SGMS2	4	107893263
CYP2U1	4	107931560
HADH	4	107989713
LEF1	4	108168956
LEF1-AS1	4	108172119
RPL34-AS1	4	108620457
RPL34	4	108620589
OSTC	4	108650584
ETNPPL	4	108763079
COL25A1	4	109302643
ZCCHC23	4	109303034
SEC24B	4	109433714
MCUB	4	109560198
CASP6	4	109703473
PLA2G12A	4	109730086
CFI	4	109802225
GAR1	4	109815509
RRH	4	109827993
LRIT3	4	109848183
EGF	4	109912883
ELOVL6	4	110198664
ENPEP	4	110476072
PITX2	4	110642123
C4orf32	4	112145396
AP1AR	4	112231738
TIFA	4	112285903
ALPK1	4	112297342
NEUROG2	4	112516172
ZGRF1	4	112636995
LARP7	4	112636963
ANK2	4	113049628
CAMK2D	4	113761927
ARSJ	4	113979722
UGT8	4	114598401
NDST4	4	115113876
TRAM1L1	4	117085580
LINC01378	4	117428397
NDST3	4	118034344
SNHG8	4	118278761
PRSS12	4	118352767
METTL14	4	118685369
SEC24D	4	118836196
SYNPO2	4	118888840
MYOZ2	4	119135783
USP53	4	119212626
C4orf3	4	119300813
FABP2	4	119322161
PDE5A	4	119628826
LINC01365	4	119804515
MAD2L1	4	120066858
PRDM5	4	120922866
NDNF	4	121072518
TNIP3	4	121164340
QRFPR	4	121381026
ANXA5	4	121696992
TMEM155	4	121765400
EXOSC9	4	121801316
CCNA2	4	121824001
BBS7	4	121870497
TRPC3	4	121933113
KIAA1109	4	122170602
ADAD1	4	122379439
IL2	4	122456495
IL21	4	122621057
BBS12	4	122732701
FGF2	4	122826707
NUDT6	4	122922606
SPATA5	4	122923069
SPRY1	4	123396794
LINC01091	4	123652784
ANKRD50	4	124712732
FAT4	4	125316411
INTU	4	127632931
SLC25A31	4	127730377
HSPA4L	4	127782208
PLK4	4	127880860
MFSD8	4	127965984
ABHD18	4	127965255
LARP1B	4	128061265
PGRMC2	4	128288829
JADE1	4	128809622
SCLT1	4	129093607
C4orf33	4	129093673
LINC01256	4	132591088
PCDH10	4	133149289
PABPC4L	4	134201748
LINC00613	4	135888093
PCDH18	4	137532498
LINC00616	4	138130685
SLC7A11-AS1	4	138089013
SLC7A11	4	138242349
LINC00499	4	138309710
NOCT	4	139015758
ELF2	4	139084414
MGARP	4	139280338
NDUFC1	4	139302551
NAA15	4	139301466
RAB33B	4	139453806
SETD7	4	139556769
MGST2	4	139665767
MAML3	4	140154079
SCOC	4	140373509
CLGN	4	140427661
MGAT4D	4	140498377
ELMOD2	4	140524157
UCP1	4	140568805
TBC1D9	4	140756317
RNF150	4	141133462
ZNF330	4	141220886
IL15	4	141636595
INPP4B	4	142846535
USP38	4	143184916
GAB1	4	143336829
SMARCA5	4	143513462
FREM3	4	143700675
GYPE	4	143905563
GYPB	4	144019345
GYPA	4	144140786
HHIP	4	144645995
ANAPC10	4	145098219
ABCE1	4	145098003
OTUD4	4	145174744
SMAD1	4	145481798
MMAA	4	145619387
C4orf51	4	145680203
ZNF827	4	145938960
LINC01095	4	146121913
LSM6	4	146175682
SLC10A7	4	146521971
POU4F2	4	146638892
TTC29	4	146945886
EDNRA	4	147480916
TMEM184C	4	147617387
PRMT9	4	147684230
ARHGAP10	4	147732301
NR3C2	4	148442520
DCLK2	4	150078273
LRBA	4	151015497
MAB21L2	4	150581924
RPS3A	4	151099572
SH3D19	4	151226508
PRSS48	4	151277172
FAM160A1	4	151409215
GATB	4	151761023
FBXW7	4	152352958
TMEM154	4	152680165
TIGD4	4	152779764
ARFIP1	4	152779936
FHDC1	4	152942982
TRIM2	4	153204413
MND1	4	153344648
KIAA0922	4	153466345
TLR2	4	153684251
RNF175	4	153760235
SFRP2	4	153789076
DCHS2	4	154391297
PLRG1	4	154550433
FGB	4	154562979
FGA	4	154590766
FGG	4	154612808
LRAT	4	154743970
RBM46	4	154781271
NPY2R	4	155208628
MAP9	4	155376970
GUCY1A3	4	155666709
GUCY1B3	4	155758972
ASIC5	4	155866273
TDO2	4	155903692
CTSO	4	155953896
PDGFC	4	156971394
GLRB	4	157076124
GRIA2	4	157220583
FAM198B	4	158173050
TMEM144	4	158210248
RXFP1	4	158521713
C4orf46	4	158672255
ETFDH	4	158672100
PPID	4	158723400
